Entity,Code,Date,"Daily new confirmed cases of COVID-19 (rolling 3-day average, right-aligned)",Notes
Afghanistan,AFG,"Dec 31, 2019",0,
Afghanistan,AFG,"Jan 1, 2020",0,https://ourworldindata.org/
Afghanistan,AFG,"Jan 2, 2020",0,3-day rolling average
Afghanistan,AFG,"Jan 3, 2020",0,
Afghanistan,AFG,"Jan 4, 2020",0,
Afghanistan,AFG,"Jan 5, 2020",0,
Afghanistan,AFG,"Jan 6, 2020",0,
Afghanistan,AFG,"Jan 7, 2020",0,
Afghanistan,AFG,"Jan 8, 2020",0,
Afghanistan,AFG,"Jan 9, 2020",0,
Afghanistan,AFG,"Jan 10, 2020",0,
Afghanistan,AFG,"Jan 11, 2020",0,
Afghanistan,AFG,"Jan 12, 2020",0,
Afghanistan,AFG,"Jan 13, 2020",0,
Afghanistan,AFG,"Jan 14, 2020",0,
Afghanistan,AFG,"Jan 15, 2020",0,
Afghanistan,AFG,"Jan 16, 2020",0,
Afghanistan,AFG,"Jan 17, 2020",0,
Afghanistan,AFG,"Jan 18, 2020",0,
Afghanistan,AFG,"Jan 19, 2020",0,
Afghanistan,AFG,"Jan 20, 2020",0,
Afghanistan,AFG,"Jan 21, 2020",0,
Afghanistan,AFG,"Jan 22, 2020",0,
Afghanistan,AFG,"Jan 23, 2020",0,
Afghanistan,AFG,"Jan 24, 2020",0,
Afghanistan,AFG,"Jan 25, 2020",0,
Afghanistan,AFG,"Jan 26, 2020",0,
Afghanistan,AFG,"Jan 27, 2020",0,
Afghanistan,AFG,"Jan 28, 2020",0,
Afghanistan,AFG,"Jan 29, 2020",0,
Afghanistan,AFG,"Jan 30, 2020",0,
Afghanistan,AFG,"Jan 31, 2020",0,
Afghanistan,AFG,"Feb 1, 2020",0,
Afghanistan,AFG,"Feb 2, 2020",0,
Afghanistan,AFG,"Feb 3, 2020",0,
Afghanistan,AFG,"Feb 4, 2020",0,
Afghanistan,AFG,"Feb 5, 2020",0,
Afghanistan,AFG,"Feb 6, 2020",0,
Afghanistan,AFG,"Feb 7, 2020",0,
Afghanistan,AFG,"Feb 8, 2020",0,
Afghanistan,AFG,"Feb 9, 2020",0,
Afghanistan,AFG,"Feb 10, 2020",0,
Afghanistan,AFG,"Feb 11, 2020",0,
Afghanistan,AFG,"Feb 12, 2020",0,
Afghanistan,AFG,"Feb 13, 2020",0,
Afghanistan,AFG,"Feb 14, 2020",0,
Afghanistan,AFG,"Feb 15, 2020",0,
Afghanistan,AFG,"Feb 16, 2020",0,
Afghanistan,AFG,"Feb 17, 2020",0,
Afghanistan,AFG,"Feb 18, 2020",0,
Afghanistan,AFG,"Feb 19, 2020",0,
Afghanistan,AFG,"Feb 20, 2020",0,
Afghanistan,AFG,"Feb 21, 2020",0,
Afghanistan,AFG,"Feb 22, 2020",0,
Afghanistan,AFG,"Feb 23, 2020",0,
Afghanistan,AFG,"Feb 24, 2020",0,
Afghanistan,AFG,"Feb 25, 2020",0.33333,
Afghanistan,AFG,"Feb 26, 2020",0.33333,
Afghanistan,AFG,"Feb 27, 2020",0.33333,
Afghanistan,AFG,"Feb 28, 2020",0,
Afghanistan,AFG,"Feb 29, 2020",0,
Afghanistan,AFG,"Mar 1, 2020",0,
Afghanistan,AFG,"Mar 2, 2020",0,
Afghanistan,AFG,"Mar 3, 2020",0,
Afghanistan,AFG,"Mar 4, 2020",0,
Afghanistan,AFG,"Mar 8, 2020",3,
Afghanistan,AFG,"Mar 9, 2020",3,
Afghanistan,AFG,"Mar 10, 2020",3,
Afghanistan,AFG,"Mar 11, 2020",3,
Afghanistan,AFG,"Mar 12, 2020",3,
Afghanistan,AFG,"Mar 13, 2020",3,
Afghanistan,AFG,"Mar 15, 2020",3,
Afghanistan,AFG,"Mar 16, 2020",4.5,
Afghanistan,AFG,"Mar 17, 2020",4.66667,
Afghanistan,AFG,"Mar 18, 2020",4,
Afghanistan,AFG,"Mar 19, 2020",2,
Afghanistan,AFG,"Mar 20, 2020",0.33333,
Afghanistan,AFG,"Mar 21, 2020",0.66667,
Afghanistan,AFG,"Mar 22, 2020",0.66667,
Afghanistan,AFG,"Mar 23, 2020",4,
Afghanistan,AFG,"Mar 24, 2020",5.33333,
Afghanistan,AFG,"Mar 25, 2020",6,
Afghanistan,AFG,"Mar 26, 2020",13.66667,
Afghanistan,AFG,"Mar 27, 2020",11.66667,
Afghanistan,AFG,"Mar 28, 2020",16.33333,
Afghanistan,AFG,"Mar 29, 2020",10.33333,
Afghanistan,AFG,"Mar 30, 2020",13,
Afghanistan,AFG,"Mar 31, 2020",16.66667,
Afghanistan,AFG,"Apr 1, 2020",20,
Afghanistan,AFG,"Apr 2, 2020",26,
Afghanistan,AFG,"Apr 3, 2020",31.33333,
Afghanistan,AFG,"Apr 4, 2020",23,
Afghanistan,AFG,"Apr 5, 2020",26,
Afghanistan,AFG,"Apr 6, 2020",21.33333,
Afghanistan,AFG,"Apr 7, 2020",34,
Afghanistan,AFG,"Apr 8, 2020",32.33333,
Afghanistan,AFG,"Apr 9, 2020",41.33333,
Afghanistan,AFG,"Apr 10, 2020",49,
Afghanistan,AFG,"Apr 11, 2020",51.33333,
Afghanistan,AFG,"Apr 12, 2020",44,
Afghanistan,AFG,"Apr 13, 2020",41,
Afghanistan,AFG,"Apr 14, 2020",48,
Afghanistan,AFG,"Apr 15, 2020",53,
Afghanistan,AFG,"Apr 16, 2020",59,
Afghanistan,AFG,"Apr 17, 2020",43,
Afghanistan,AFG,"Apr 18, 2020",43.66667,
Afghanistan,AFG,"Apr 19, 2020",41.33333,
Afghanistan,AFG,"Apr 20, 2020",67.33333,
Afghanistan,AFG,"Apr 21, 2020",62,
Afghanistan,AFG,"Apr 22, 2020",61.33333,
Afghanistan,AFG,"Apr 23, 2020",60,
Afghanistan,AFG,"Apr 24, 2020",83.33333,
Afghanistan,AFG,"Apr 25, 2020",86.33333,
Afghanistan,AFG,"Apr 26, 2020",95.66667,
Afghanistan,AFG,"Apr 27, 2020",83.33333,
Afghanistan,AFG,"Apr 28, 2020",117.33333,
Afghanistan,AFG,"Apr 29, 2020",121.33333,
Afghanistan,AFG,"Apr 30, 2020",139.33333,
Afghanistan,AFG,"May 1, 2020",156,
Afghanistan,AFG,"May 2, 2020",169.33333,
Afghanistan,AFG,"May 3, 2020",173.33333,
Afghanistan,AFG,"May 4, 2020",177.66667,
Afghanistan,AFG,"May 5, 2020",186.33333,
Afghanistan,AFG,"May 6, 2020",251.66667,
Afghanistan,AFG,"May 7, 2020",229.33333,
Afghanistan,AFG,"May 8, 2020",223,
Afghanistan,AFG,"May 9, 2020",184.66667,
Afghanistan,AFG,"May 10, 2020",213.66667,
Afghanistan,AFG,"May 11, 2020",279.66667,
Afghanistan,AFG,"May 12, 2020",303,
Afghanistan,AFG,"May 13, 2020",311.33333,
Afghanistan,AFG,"May 14, 2020",274.66667,
Afghanistan,AFG,"May 15, 2020",217.33333,
Afghanistan,AFG,"May 16, 2020",478.33333,
Afghanistan,AFG,"May 17, 2020",392,
Afghanistan,AFG,"May 18, 2020",441.66667,
Afghanistan,AFG,"May 19, 2020",223.33333,
Afghanistan,AFG,"May 20, 2020",417,
Afghanistan,AFG,"May 21, 2020",493.66667,
Afghanistan,AFG,"May 22, 2020",534.66667,
Afghanistan,AFG,"May 23, 2020",521,
Afghanistan,AFG,"May 24, 2020",617.66667,
Afghanistan,AFG,"May 25, 2020",635.33333,
Afghanistan,AFG,"May 26, 2020",652.33333,
Afghanistan,AFG,"May 27, 2020",611,
Afghanistan,AFG,"May 28, 2020",624.66667,
Afghanistan,AFG,"May 29, 2020",621,
Afghanistan,AFG,"May 30, 2020",609.33333,
Afghanistan,AFG,"May 31, 2020",689.66667,
Afghanistan,AFG,"Jun 1, 2020",723,
Afghanistan,AFG,"Jun 2, 2020",697,
Afghanistan,AFG,"Jun 3, 2020",661.33333,
Afghanistan,AFG,"Jun 4, 2020",687.33333,
Afghanistan,AFG,"Jun 5, 2020",768,
Afghanistan,AFG,"Jun 6, 2020",820,
Afghanistan,AFG,"Jun 7, 2020",761.33333,
Afghanistan,AFG,"Jun 8, 2020",762.66667,
Afghanistan,AFG,"Jun 9, 2020",649.33333,
Afghanistan,AFG,"Jun 10, 2020",636,
Afghanistan,AFG,"Jun 11, 2020",600.33333,
Afghanistan,AFG,"Jun 12, 2020",657.66667,
Afghanistan,AFG,"Jun 13, 2020",695.66667,
Afghanistan,AFG,"Jun 14, 2020",653,
Afghanistan,AFG,"Jun 15, 2020",625.33333,
Afghanistan,AFG,"Jun 16, 2020",660.33333,
Afghanistan,AFG,"Jun 17, 2020",736,
Afghanistan,AFG,"Jun 18, 2020",702.66667,
Afghanistan,AFG,"Jun 19, 2020",668.33333,
Afghanistan,AFG,"Jun 20, 2020",522.66667,
Afghanistan,AFG,"Jun 21, 2020",516.66667,
Afghanistan,AFG,"Jun 22, 2020",433.66667,
Afghanistan,AFG,"Jun 23, 2020",421.66667,
Afghanistan,AFG,"Jun 24, 2020",352.33333,
Afghanistan,AFG,"Jun 25, 2020",294,
Afghanistan,AFG,"Jun 26, 2020",344,
Afghanistan,AFG,"Jun 27, 2020",323.33333,
Afghanistan,AFG,"Jun 28, 2020",300.33333,
Afghanistan,AFG,"Jun 29, 2020",264,
Afghanistan,AFG,"Jun 30, 2020",262.33333,
Afghanistan,AFG,"Jul 1, 2020",300.33333,
Afghanistan,AFG,"Jul 2, 2020",289.66667,
Afghanistan,AFG,"Jul 3, 2020",261.33333,
Afghanistan,AFG,"Jul 4, 2020",269,
Afghanistan,AFG,"Jul 5, 2020",278.66667,
Afghanistan,AFG,"Jul 6, 2020",309.66667,
Afghanistan,AFG,"Jul 7, 2020",353.33333,
Africa,,"Dec 31, 2019",0,
Africa,,"Jan 1, 2020",0,
Africa,,"Jan 2, 2020",0,
Africa,,"Jan 3, 2020",0,
Africa,,"Jan 4, 2020",0,
Africa,,"Jan 5, 2020",0,
Africa,,"Jan 6, 2020",0,
Africa,,"Jan 7, 2020",0,
Africa,,"Jan 8, 2020",0,
Africa,,"Jan 9, 2020",0,
Africa,,"Jan 10, 2020",0,
Africa,,"Jan 11, 2020",0,
Africa,,"Jan 12, 2020",0,
Africa,,"Jan 13, 2020",0,
Africa,,"Jan 14, 2020",0,
Africa,,"Jan 15, 2020",0,
Africa,,"Jan 16, 2020",0,
Africa,,"Jan 17, 2020",0,
Africa,,"Jan 18, 2020",0,
Africa,,"Jan 19, 2020",0,
Africa,,"Jan 20, 2020",0,
Africa,,"Jan 21, 2020",0,
Africa,,"Jan 22, 2020",0,
Africa,,"Jan 23, 2020",0,
Africa,,"Jan 24, 2020",0,
Africa,,"Jan 25, 2020",0,
Africa,,"Jan 26, 2020",0,
Africa,,"Jan 27, 2020",0,
Africa,,"Jan 28, 2020",0,
Africa,,"Jan 29, 2020",0,
Africa,,"Jan 30, 2020",0,
Africa,,"Jan 31, 2020",0,
Africa,,"Feb 1, 2020",0,
Africa,,"Feb 2, 2020",0,
Africa,,"Feb 3, 2020",0,
Africa,,"Feb 4, 2020",0,
Africa,,"Feb 5, 2020",0,
Africa,,"Feb 6, 2020",0,
Africa,,"Feb 7, 2020",0,
Africa,,"Feb 8, 2020",0,
Africa,,"Feb 9, 2020",0,
Africa,,"Feb 10, 2020",0,
Africa,,"Feb 11, 2020",0,
Africa,,"Feb 12, 2020",0,
Africa,,"Feb 13, 2020",0,
Africa,,"Feb 14, 2020",0,
Africa,,"Feb 15, 2020",0.33333,
Africa,,"Feb 16, 2020",0.33333,
Africa,,"Feb 17, 2020",0.33333,
Africa,,"Feb 18, 2020",0,
Africa,,"Feb 19, 2020",0,
Africa,,"Feb 20, 2020",0,
Africa,,"Feb 21, 2020",0,
Africa,,"Feb 22, 2020",0,
Africa,,"Feb 23, 2020",0,
Africa,,"Feb 24, 2020",0,
Africa,,"Feb 25, 2020",0,
Africa,,"Feb 26, 2020",0.33333,
Africa,,"Feb 27, 2020",0.33333,
Africa,,"Feb 28, 2020",0.66667,
Africa,,"Feb 29, 2020",0.33333,
Africa,,"Mar 1, 2020",1,
Africa,,"Mar 2, 2020",1,
Africa,,"Mar 3, 2020",2,
Africa,,"Mar 4, 2020",2,
Africa,,"Mar 5, 2020",4.66667,
Africa,,"Mar 6, 2020",6.66667,
Africa,,"Mar 7, 2020",10.66667,
Africa,,"Mar 8, 2020",8,
Africa,,"Mar 9, 2020",18,
Africa,,"Mar 10, 2020",17.33333,
Africa,,"Mar 11, 2020",20.33333,
Africa,,"Mar 12, 2020",11.66667,
Africa,,"Mar 13, 2020",21.33333,
Africa,,"Mar 14, 2020",32.33333,
Africa,,"Mar 15, 2020",40.33333,
Africa,,"Mar 16, 2020",55,
Africa,,"Mar 17, 2020",66.66667,
Africa,,"Mar 18, 2020",85,
Africa,,"Mar 19, 2020",103,
Africa,,"Mar 20, 2020",114,
Africa,,"Mar 21, 2020",160.33333,
Africa,,"Mar 22, 2020",181,
Africa,,"Mar 23, 2020",215,
Africa,,"Mar 24, 2020",254.33333,
Africa,,"Mar 25, 2020",342.33333,
Africa,,"Mar 26, 2020",433.66667,
Africa,,"Mar 27, 2020",513.33333,
Africa,,"Mar 28, 2020",533.66667,
Africa,,"Mar 29, 2020",478,
Africa,,"Mar 30, 2020",450.33333,
Africa,,"Mar 31, 2020",444.33333,
Africa,,"Apr 1, 2020",500.66667,
Africa,,"Apr 2, 2020",539.66667,
Africa,,"Apr 3, 2020",582,
Africa,,"Apr 4, 2020",627.33333,
Africa,,"Apr 5, 2020",730.66667,
Africa,,"Apr 6, 2020",764,
Africa,,"Apr 7, 2020",764.66667,
Africa,,"Apr 8, 2020",694.66667,
Africa,,"Apr 9, 2020",757,
Africa,,"Apr 10, 2020",826,
Africa,,"Apr 11, 2020",809.33333,
Africa,,"Apr 12, 2020",740,
Africa,,"Apr 13, 2020",747.33333,
Africa,,"Apr 14, 2020",779.66667,
Africa,,"Apr 15, 2020",871.66667,
Africa,,"Apr 16, 2020",907,
Africa,,"Apr 17, 2020",1012.66667,
Africa,,"Apr 18, 2020",1205.33333,
Africa,,"Apr 19, 2020",1271.33333,
Africa,,"Apr 20, 2020",1324.66667,
Africa,,"Apr 21, 2020",1123.33333,
Africa,,"Apr 22, 2020",1186.66667,
Africa,,"Apr 23, 2020",1127.66667,
Africa,,"Apr 24, 2020",1318,
Africa,,"Apr 25, 2020",1486,
Africa,,"Apr 26, 2020",1543.33333,
Africa,,"Apr 27, 2020",1509,
Africa,,"Apr 28, 2020",1362.33333,
Africa,,"Apr 29, 2020",1538.66667,
Africa,,"Apr 30, 2020",1662.33333,
Africa,,"May 1, 2020",1896,
Africa,,"May 2, 2020",1941.66667,
Africa,,"May 3, 2020",2013.66667,
Africa,,"May 4, 2020",1861.66667,
Africa,,"May 5, 2020",2121.66667,
Africa,,"May 6, 2020",2144,
Africa,,"May 7, 2020",2414,
Africa,,"May 8, 2020",2328,
Africa,,"May 9, 2020",2876,
Africa,,"May 10, 2020",2986.66667,
Africa,,"May 11, 2020",3095,
Africa,,"May 12, 2020",2891.33333,
Africa,,"May 13, 2020",2955.66667,
Africa,,"May 14, 2020",3047.33333,
Africa,,"May 15, 2020",3056.33333,
Africa,,"May 16, 2020",2976,
Africa,,"May 17, 2020",2967.33333,
Africa,,"May 18, 2020",3045.66667,
Africa,,"May 19, 2020",3217.66667,
Africa,,"May 20, 2020",3310,
Africa,,"May 21, 2020",3389.66667,
Africa,,"May 22, 2020",3923.33333,
Africa,,"May 23, 2020",4115.66667,
Africa,,"May 24, 2020",4388.66667,
Africa,,"May 25, 2020",4018,
Africa,,"May 26, 2020",4017.33333,
Africa,,"May 27, 2020",3843.33333,
Africa,,"May 28, 2020",4207.66667,
Africa,,"May 29, 2020",4505.66667,
Africa,,"May 30, 2020",5156,
Africa,,"May 31, 2020",5696.66667,
Africa,,"Jun 1, 2020",5905,
Africa,,"Jun 2, 2020",5778.66667,
Africa,,"Jun 3, 2020",5276,
Africa,,"Jun 4, 2020",5059.66667,
Africa,,"Jun 5, 2020",5779.33333,
Africa,,"Jun 6, 2020",6586.33333,
Africa,,"Jun 7, 2020",7150.66667,
Africa,,"Jun 8, 2020",6591.66667,
Africa,,"Jun 9, 2020",6453.66667,
Africa,,"Jun 10, 2020",6505,
Africa,,"Jun 11, 2020",6675,
Africa,,"Jun 12, 2020",6766.66667,
Africa,,"Jun 13, 2020",7449.33333,
Africa,,"Jun 14, 2020",8066.66667,
Africa,,"Jun 15, 2020",8751.66667,
Africa,,"Jun 16, 2020",8595.66667,
Africa,,"Jun 17, 2020",8304.66667,
Africa,,"Jun 18, 2020",8039,
Africa,,"Jun 19, 2020",8114.66667,
Africa,,"Jun 20, 2020",8970.33333,
Africa,,"Jun 21, 2020",9770.33333,
Africa,,"Jun 22, 2020",10148.66667,
Africa,,"Jun 23, 2020",9871,
Africa,,"Jun 24, 2020",9279.66667,
Africa,,"Jun 25, 2020",9209.66667,
Africa,,"Jun 26, 2020",10839.33333,
Africa,,"Jun 27, 2020",11562,
Africa,,"Jun 28, 2020",12584,
Africa,,"Jun 29, 2020",11650.33333,
Africa,,"Jun 30, 2020",11455.33333,
Africa,,"Jul 1, 2020",11209.33333,
Africa,,"Jul 2, 2020",11861.33333,
Africa,,"Jul 3, 2020",13085.33333,
Africa,,"Jul 4, 2020",14145.33333,
Africa,,"Jul 5, 2020",15035.66667,
Africa,,"Jul 6, 2020",15123.66667,
Africa,,"Jul 7, 2020",12095.66667,
Albania,ALB,"Mar 9, 2020",2,
Albania,ALB,"Mar 10, 2020",3,
Albania,ALB,"Mar 11, 2020",3.33333,
Albania,ALB,"Mar 12, 2020",3,
Albania,ALB,"Mar 13, 2020",5.66667,
Albania,ALB,"Mar 14, 2020",7.66667,
Albania,ALB,"Mar 15, 2020",9,
Albania,ALB,"Mar 16, 2020",6.33333,
Albania,ALB,"Mar 17, 2020",6,
Albania,ALB,"Mar 18, 2020",5.66667,
Albania,ALB,"Mar 19, 2020",5.66667,
Albania,ALB,"Mar 20, 2020",6.33333,
Albania,ALB,"Mar 21, 2020",5,
Albania,ALB,"Mar 22, 2020",5.66667,
Albania,ALB,"Mar 23, 2020",6.33333,
Albania,ALB,"Mar 24, 2020",10,
Albania,ALB,"Mar 25, 2020",15.66667,
Albania,ALB,"Mar 26, 2020",19,
Albania,ALB,"Mar 27, 2020",24.66667,
Albania,ALB,"Mar 28, 2020",21,
Albania,ALB,"Mar 29, 2020",17,
Albania,ALB,"Mar 30, 2020",12.66667,
Albania,ALB,"Mar 31, 2020",12.33333,
Albania,ALB,"Apr 1, 2020",15.33333,
Albania,ALB,"Apr 2, 2020",15.66667,
Albania,ALB,"Apr 3, 2020",18,
Albania,ALB,"Apr 4, 2020",20.33333,
Albania,ALB,"Apr 5, 2020",24.66667,
Albania,ALB,"Apr 6, 2020",28,
Albania,ALB,"Apr 7, 2020",24.33333,
Albania,ALB,"Apr 8, 2020",16.66667,
Albania,ALB,"Apr 9, 2020",13,
Albania,ALB,"Apr 10, 2020",10.66667,
Albania,ALB,"Apr 11, 2020",11,
Albania,ALB,"Apr 12, 2020",11,
Albania,ALB,"Apr 13, 2020",12.33333,
Albania,ALB,"Apr 14, 2020",17,
Albania,ALB,"Apr 15, 2020",14,
Albania,ALB,"Apr 16, 2020",16,
Albania,ALB,"Apr 17, 2020",17,
Albania,ALB,"Apr 18, 2020",21.33333,
Albania,ALB,"Apr 19, 2020",18,
Albania,ALB,"Apr 20, 2020",14.66667,
Albania,ALB,"Apr 21, 2020",15,
Albania,ALB,"Apr 22, 2020",20.33333,
Albania,ALB,"Apr 23, 2020",24,
Albania,ALB,"Apr 24, 2020",26.33333,
Albania,ALB,"Apr 25, 2020",23,
Albania,ALB,"Apr 26, 2020",26,
Albania,ALB,"Apr 27, 2020",21,
Albania,ALB,"Apr 28, 2020",19.33333,
Albania,ALB,"Apr 29, 2020",12.66667,
Albania,ALB,"Apr 30, 2020",13.33333,
Albania,ALB,"May 1, 2020",12.33333,
Albania,ALB,"May 2, 2020",10.66667,
Albania,ALB,"May 3, 2020",7.66667,
Albania,ALB,"May 4, 2020",7.33333,
Albania,ALB,"May 5, 2020",7,
Albania,ALB,"May 6, 2020",10.33333,
Albania,ALB,"May 7, 2020",12.33333,
Albania,ALB,"May 8, 2020",13,
Albania,ALB,"May 9, 2020",10,
Albania,ALB,"May 10, 2020",8,
Albania,ALB,"May 11, 2020",8.66667,
Albania,ALB,"May 12, 2020",7.33333,
Albania,ALB,"May 13, 2020",6.66667,
Albania,ALB,"May 14, 2020",4,
Albania,ALB,"May 15, 2020",8.66667,
Albania,ALB,"May 16, 2020",13.33333,
Albania,ALB,"May 17, 2020",17.66667,
Albania,ALB,"May 18, 2020",16,
Albania,ALB,"May 19, 2020",10.66667,
Albania,ALB,"May 20, 2020",5.33333,
Albania,ALB,"May 21, 2020",6,
Albania,ALB,"May 22, 2020",7,
Albania,ALB,"May 23, 2020",10.66667,
Albania,ALB,"May 24, 2020",8.33333,
Albania,ALB,"May 25, 2020",9.66667,
Albania,ALB,"May 26, 2020",7.66667,
Albania,ALB,"May 27, 2020",13.33333,
Albania,ALB,"May 28, 2020",17.33333,
Albania,ALB,"May 29, 2020",24,
Albania,ALB,"May 30, 2020",23.33333,
Albania,ALB,"May 31, 2020",24,
Albania,ALB,"Jun 1, 2020",20.33333,
Albania,ALB,"Jun 2, 2020",14.66667,
Albania,ALB,"Jun 3, 2020",14,
Albania,ALB,"Jun 4, 2020",15.66667,
Albania,ALB,"Jun 5, 2020",18,
Albania,ALB,"Jun 6, 2020",16,
Albania,ALB,"Jun 7, 2020",16,
Albania,ALB,"Jun 8, 2020",16.33333,
Albania,ALB,"Jun 9, 2020",17,
Albania,ALB,"Jun 10, 2020",22.33333,
Albania,ALB,"Jun 11, 2020",31.66667,
Albania,ALB,"Jun 12, 2020",40.66667,
Albania,ALB,"Jun 13, 2020",39,
Albania,ALB,"Jun 14, 2020",41,
Albania,ALB,"Jun 15, 2020",45.33333,
Albania,ALB,"Jun 16, 2020",58,
Albania,ALB,"Jun 17, 2020",69.33333,
Albania,ALB,"Jun 18, 2020",67,
Albania,ALB,"Jun 19, 2020",66,
Albania,ALB,"Jun 20, 2020",55.33333,
Albania,ALB,"Jun 21, 2020",56.33333,
Albania,ALB,"Jun 22, 2020",46.33333,
Albania,ALB,"Jun 23, 2020",52.33333,
Albania,ALB,"Jun 24, 2020",52,
Albania,ALB,"Jun 25, 2020",62.33333,
Albania,ALB,"Jun 26, 2020",65.66667,
Albania,ALB,"Jun 27, 2020",74,
Albania,ALB,"Jun 28, 2020",72,
Albania,ALB,"Jun 29, 2020",70,
Albania,ALB,"Jun 30, 2020",65.66667,
Albania,ALB,"Jul 1, 2020",68.33333,
Albania,ALB,"Jul 2, 2020",59.33333,
Albania,ALB,"Jul 3, 2020",65.33333,
Albania,ALB,"Jul 4, 2020",72.33333,
Albania,ALB,"Jul 5, 2020",79.66667,
Albania,ALB,"Jul 6, 2020",77,
Albania,ALB,"Jul 7, 2020",70.66667,
Algeria,DZA,"Dec 31, 2019",0,
Algeria,DZA,"Jan 1, 2020",0,
Algeria,DZA,"Jan 2, 2020",0,
Algeria,DZA,"Jan 3, 2020",0,
Algeria,DZA,"Jan 4, 2020",0,
Algeria,DZA,"Jan 5, 2020",0,
Algeria,DZA,"Jan 6, 2020",0,
Algeria,DZA,"Jan 7, 2020",0,
Algeria,DZA,"Jan 8, 2020",0,
Algeria,DZA,"Jan 9, 2020",0,
Algeria,DZA,"Jan 10, 2020",0,
Algeria,DZA,"Jan 11, 2020",0,
Algeria,DZA,"Jan 12, 2020",0,
Algeria,DZA,"Jan 13, 2020",0,
Algeria,DZA,"Jan 14, 2020",0,
Algeria,DZA,"Jan 15, 2020",0,
Algeria,DZA,"Jan 16, 2020",0,
Algeria,DZA,"Jan 17, 2020",0,
Algeria,DZA,"Jan 18, 2020",0,
Algeria,DZA,"Jan 19, 2020",0,
Algeria,DZA,"Jan 20, 2020",0,
Algeria,DZA,"Jan 21, 2020",0,
Algeria,DZA,"Jan 22, 2020",0,
Algeria,DZA,"Jan 23, 2020",0,
Algeria,DZA,"Jan 24, 2020",0,
Algeria,DZA,"Jan 25, 2020",0,
Algeria,DZA,"Jan 26, 2020",0,
Algeria,DZA,"Jan 27, 2020",0,
Algeria,DZA,"Jan 28, 2020",0,
Algeria,DZA,"Jan 29, 2020",0,
Algeria,DZA,"Jan 30, 2020",0,
Algeria,DZA,"Jan 31, 2020",0,
Algeria,DZA,"Feb 1, 2020",0,
Algeria,DZA,"Feb 2, 2020",0,
Algeria,DZA,"Feb 3, 2020",0,
Algeria,DZA,"Feb 4, 2020",0,
Algeria,DZA,"Feb 5, 2020",0,
Algeria,DZA,"Feb 6, 2020",0,
Algeria,DZA,"Feb 7, 2020",0,
Algeria,DZA,"Feb 8, 2020",0,
Algeria,DZA,"Feb 9, 2020",0,
Algeria,DZA,"Feb 10, 2020",0,
Algeria,DZA,"Feb 11, 2020",0,
Algeria,DZA,"Feb 12, 2020",0,
Algeria,DZA,"Feb 13, 2020",0,
Algeria,DZA,"Feb 14, 2020",0,
Algeria,DZA,"Feb 15, 2020",0,
Algeria,DZA,"Feb 16, 2020",0,
Algeria,DZA,"Feb 17, 2020",0,
Algeria,DZA,"Feb 18, 2020",0,
Algeria,DZA,"Feb 19, 2020",0,
Algeria,DZA,"Feb 20, 2020",0,
Algeria,DZA,"Feb 21, 2020",0,
Algeria,DZA,"Feb 22, 2020",0,
Algeria,DZA,"Feb 23, 2020",0,
Algeria,DZA,"Feb 24, 2020",0,
Algeria,DZA,"Feb 25, 2020",0,
Algeria,DZA,"Feb 26, 2020",0.33333,
Algeria,DZA,"Feb 27, 2020",0.33333,
Algeria,DZA,"Feb 28, 2020",0.33333,
Algeria,DZA,"Feb 29, 2020",0,
Algeria,DZA,"Mar 1, 2020",0.66667,
Algeria,DZA,"Mar 2, 2020",0.66667,
Algeria,DZA,"Mar 3, 2020",1,
Algeria,DZA,"Mar 4, 2020",1,
Algeria,DZA,"Mar 5, 2020",4.5,
Algeria,DZA,"Mar 6, 2020",4.66667,
Algeria,DZA,"Mar 7, 2020",6,
Algeria,DZA,"Mar 8, 2020",5,
Algeria,DZA,"Mar 9, 2020",3,
Algeria,DZA,"Mar 10, 2020",3,
Algeria,DZA,"Mar 11, 2020",3,
Algeria,DZA,"Mar 12, 2020",0,
Algeria,DZA,"Mar 13, 2020",2.5,
Algeria,DZA,"Mar 14, 2020",2,
Algeria,DZA,"Mar 15, 2020",5.66667,
Algeria,DZA,"Mar 16, 2020",7.66667,
Algeria,DZA,"Mar 17, 2020",10.66667,
Algeria,DZA,"Mar 18, 2020",7.66667,
Algeria,DZA,"Mar 19, 2020",8,
Algeria,DZA,"Mar 20, 2020",10.66667,
Algeria,DZA,"Mar 21, 2020",14,
Algeria,DZA,"Mar 22, 2020",22.33333,
Algeria,DZA,"Mar 23, 2020",37,
Algeria,DZA,"Mar 24, 2020",42.66667,
Algeria,DZA,"Mar 25, 2020",41.66667,
Algeria,DZA,"Mar 26, 2020",33.66667,
Algeria,DZA,"Mar 27, 2020",45.66667,
Algeria,DZA,"Mar 28, 2020",48.33333,
Algeria,DZA,"Mar 29, 2020",50.66667,
Algeria,DZA,"Mar 30, 2020",48,
Algeria,DZA,"Mar 31, 2020",58.33333,
Algeria,DZA,"Apr 1, 2020",87.33333,
Algeria,DZA,"Apr 2, 2020",112,
Algeria,DZA,"Apr 3, 2020",134,
Algeria,DZA,"Apr 4, 2020",151.66667,
Algeria,DZA,"Apr 5, 2020",134.66667,
Algeria,DZA,"Apr 6, 2020",111.33333,
Algeria,DZA,"Apr 7, 2020",84,
Algeria,DZA,"Apr 8, 2020",72.33333,
