Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,1/07/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Bangladesh,BGD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,372.0316957,383.7843585,393.6334506,380.9560287,410.5714472,404.7880594,402.3029277,382.2076642,405.5336077,398.9499167,411.1843628,380.9486089,322.3344057,328.0718859,353.7625035,332.8880625,343.948157,344.4355662,359.0906051,366.2411113,359.4562576,375.4274321,373.5513482,378.0919289,386.0614432,388.6442738,394.3350689,398.5881267,397.7619117,398.8521103,411.1646112,415.7147409,428.6610176,439.2300002,446.6548127,459.6133678,470.2746886,481.122454,495.6267541,508.3852227,524.9458697,541.2916609,551.9030477,568.1392256,588.3272589,617.5426664,649.9298851,687.3230856,720.3570039,748.2960605,781.1535936,822.1883388,865.7498911,907.257418,951.314821,1002.388732,1062.040158,1127.271768,1203.216265,1287.821425
Bulgaria,BGR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,3651.297957,3817.473793,3895.05609,4018.627558,4145.407516,4256.709776,4436.991705,4698.712652,5207.11763,5095.076564,4714.82042,4359.602604,4086.20042,4057.956052,4145.784779,4283.397843,4526.80401,3908.042886,4102.800495,3784.203627,3984.7981,4220.083134,4569.425789,4843.046256,5194.085714,5607.71305,6034.820196,6477.985116,6920.618438,6726.886927,6809.898984,7014.835625,7081.026151,7143.462442,7320.288416,7661.060511,8009.042181,8350.662247,8670.595693,9026.248021
Bahrain,BHR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,21185.00475,19295.60518,17290.83596,17906.03487,18304.68153,16926.47296,16571.52027,17663.56267,18240.7419,17702.50429,17934.7616,19407.65408,20178.52461,22218.0606,21623.23477,21910.34028,22220.78269,22281.7807,22634.98565,22761.15356,22955.23726,22416.23091,21981.91953,22058.87215,22144.60688,22066.20907,21795.64147,21837.50689,21562.66247,20796.20192,20722.13729,20516.58832,20924.71043,21805.11738,22395.30603,22435.73394,22336.77993,22128.4327,21478.11443,20913.06791
"Bahamas, The",BHS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,17734.56733,18673.83474,19608.7393,20608.99977,21688.33167,22863.64769,23860.62729,25081.9423,26161.00834,27535.28274,25195.99951,24941.40554,23530.94659,24802.55289,20245.22126,16903.50499,17410.11392,18599.81512,20775.81347,25633.18566,26700.94494,23704.42912,24734.32991,25066.21027,28016.07271,28786.21622,28759.28281,29099.69578,29268.90126,30706.55712,29686.89784,27923.97163,26348.84556,25938.53555,26291.97935,27018.34496,27783.25708,28022.67923,29017.29104,30723.97524,31570.52817,31910.50956,32236.44879,31272.83812,30978.58232,31442.27887,31632.45349,31485.49374,30190.75104,28440.07222,28443.40766,28248.84978,28799.92141,27676.89741,27620.09553,27519.84808,27370.20254,27113.67537,27261.21448,27477.95986
Bosnia and Herzegovina,BIH,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.4750922,871.166265,1674.395144,2267.290544,2622.204123,2867.012967,3018.391555,3147.562481,3310.967001,3440.855728,3648.786695,3967.194976,4182.005355,4429.989822,4680.986094,4562.708448,4635.517779,4734.21456,4774.385301,4972.6612,5117.140026,5356.300152,5595.099814,5772.854055,6037.100019,6236.033011
Belarus,BLR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3102.331281,3063.600057,2763.530345,2547.766023,2252.316991,2024.608925,2088.263043,2336.212657,2544.5268,2642.130343,2808.574949,2956.415305,3125.40644,3369.029306,3780.475997,4164.185508,4608.736747,5028.106902,5560.146229,5583.701855,6029.3968,6365.378053,6478.704811,6542.678412,6649.649328,6384.817145,6215.701866,6375.28893,6586.29774,6678.509065
Belize,BLZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1079.383299,1100.640049,1122.707195,1145.648848,1169.025332,1191.408647,1211.399726,1233.193062,1285.611005,1315.002263,1345.274407,1369.2786,1481.219445,1534.616084,1715.993211,1751.593439,1726.549097,1813.991996,1929.837828,2040.543899,2268.962276,2241.645231,2181.084647,2075.140364,2056.348069,2019.559658,2053.378395,2211.830139,2364.458854,2607.377472,2842.491747,3109.076176,3426.712788,3580.98744,3514.491314,3446.84309,3386.426331,3381.194719,3375.680762,3537.680892,3863.547483,3921.552003,3992.983766,4251.483814,4340.954858,4311.499597,4402.687491,4311.074044,4348.225474,4249.301505,4270.864345,4250.319744,4253.09941,4212.331737,4270.945104,4300.559338,4216.977268,4211.446745,4217.506945,4149.861906
Bermuda,BMU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,27838.39304,28436.71658,29006.57984,28640.87802,31041.95,31740.63552,35659.16125,39616.14199,39686.95535,40290.56883,42055.03047,43819.35839,44942.91915,45948.83383,46699.09897,48824.50177,52988.74551,55903.55906,56504.09149,57503.21894,61083.45095,62106.1318,58400.28398,59061.16971,58826.95497,57167.10189,60463.90879,62224.89178,64196.23243,63939.81157,63429.27677,61503.63836,61913.77723,63435.47315,63374.76685,65690.96417,66969.93314,69624.43634,71810.38407,73825.18485,79988.35001,84844.73838,83048.80311,85321.24327,86733.37007,87616.38597,91944.87381,94029.60803,94903.19153,89391.21118,88207.32756,86001.17117,81547.85524,79251.78166,,,,,,
Bolivia,BOL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1005.4085,1006.593651,1042.064019,1091.038074,1111.691049,1142.889598,1199.989746,1249.67795,1328.230875,1358.657155,1399.515231,1439.011843,1520.2682,1572.743685,1583.775201,1662.482459,1701.092586,1746.450133,1743.389496,1708.169205,1649.255629,1619.790819,1524.614155,1433.774844,1402.225162,1350.754114,1288.940231,1293.286087,1303.10781,1324.16335,1356.539937,1398.123063,1391.480168,1420.743276,1456.394605,1493.418468,1527.111341,1570.824978,1617.367106,1592.737415,1601.416658,1597.642011,1606.904677,1620.263664,1657.505128,1700.182791,1750.803048,1799.498546,1878.110313,1909.084588,1955.461557,2024.117324,2094.024217,2201.396848,2286.013198,2361.056581,2425.561645,2490.956314,2559.511263,2579.899119
Brazil,BRA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3417.352442,3660.391499,3740.43328,3664.977598,3685.492892,3692.845789,3741.855636,3821.461063,4147.381727,4435.37903,4704.317561,5108.403386,5587.886256,6219.514016,6623.415508,6805.298288,7296.347484,7453.590172,7514.289263,7835.070313,8349.48782,7796.854344,7660.578573,7230.716108,7442.972411,7862.703519,8316.516809,8445.712012,8276.326867,8389.978723,7983.746776,7963.111809,7791.757425,8020.606574,8311.560888,8540.076878,8591.014709,8744.846346,8641.275309,8554.072776,8803.152529,8804.329488,8954.837245,8943.828483,9346.039343,9535.41883,9805.724506,10293.53034,10710.87222,10594.98659,11286.24302,11627.81065,11745.77593,11993.48398,11951.20945,11431.15448,10965.97426,11021.71826,11079.70968,11121.73992
Barbados,BRB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,11160.39664,10881.18786,11290.08817,11637.65157,12143.45572,13042.09894,13556.18596,13251.1903,12562.8734,12590.85985,13007.98052,13111.52995,13735.52645,14041.60159,14480.05035,14944.77933,14396.25042,13783.62383,12950.48044,13004.31266,13214.76974,13427.08353,13903.8154,14501.07574,14977.57448,14965.74241,15570.04217,15146.78899,15214.4098,15494.16941,15658.37462,16216.52921,17102.31839,17402.22461,17446.22177,16492.1168,16056.37098,15900.02368,15787.80402,15533.10634,15484.9469,15836.3825,16202.11619,16254.24043,16136.90993,16099.82841
Brunei Darussalam,BRN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,45632.24667,43937.46879,50735.57673,54169.98977,55768.53774,66019.87519,59413.39461,46170.99326,46590.01763,45496.4993,44489.95516,42601.63768,40284.28032,39943.67288,39251.68759,37740.77822,37080.90577,37171.47491,37848.12925,36913.64612,37052.26797,37713.68994,37842.928,36409.37199,35390.79018,35680.97887,35931.5965,36171.80507,36841.29421,37212.46691,36761.24982,36329.49828,37399.74001,36987.84159,35844.41601,34800.56353,35269.55311,36121.89198,35967.3284,34729.82663,33416.78184,32873.467,31685.22545,31752.74081,31436.8682,32327.40551
Bhutan,BTN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,390.0646246,432.3736025,435.8523413,473.1402268,481.5862387,488.0436322,528.8608284,659.1167694,671.3082066,703.7477675,767.6115448,759.0069104,794.1002878,812.793617,854.1601532,909.9261582,948.4220143,980.8322751,1015.521226,1070.974663,1119.76412,1187.889859,1291.973371,1366.819935,1424.053057,1504.455616,1588.531369,1859.086234,1928.76868,2038.56142,2258.183141,2411.028932,2504.505891,2526.433665,2639.600883,2780.819539,2970.766507,3072.020299,3128.000905,
Botswana,BWA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,407.7823032,425.2414496,443.9843648,459.8198347,480.3080556,497.2323115,517.7106408,536.9961803,580.9549127,653.1116518,744.9229889,910.2520154,1114.443209,1307.140216,1372.792494,1435.239207,1529.018541,1647.324927,1811.173931,1954.642049,2108.995889,2219.727318,2405.816904,2631.227907,2758.305057,2849.467405,2967.594603,3193.814249,3671.443435,4002.761524,4133.458227,4309.257049,4313.86398,4284.792104,4332.029054,4525.76851,4676.43569,4948.405229,4858.706319,5214.446221,5211.073705,5126.354186,5341.920093,5493.144116,5542.305427,5686.780532,6038.79181,6400.717568,6657.832383,6029.198631,6434.815657,6728.201954,6944.807637,7646.414315,7864.253281,7613.69841,7797.144122,7859.167283,8032.679178,8092.965116
Central African Republic,CAF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,599.7005726,619.3444095,586.412276,572.142601,573.4265915,567.8846548,560.1657057,574.2518502,570.3321262,598.8744489,601.9217229,599.0096318,590.260774,592.8183373,620.7221194,612.4223959,633.1966665,643.4728769,636.3600663,605.2736354,562.7663968,538.1491045,562.0751077,500.7485664,532.7295137,539.7590017,547.1073557,510.442105,510.0882288,510.3680301,488.5538828,473.7397377,431.2130734,420.3141651,428.4112085,446.7673923,417.8016404,429.0250735,438.4552925,443.7042693,422.8639065,432.0601369,438.2531333,406.1538252,421.9469698,417.5019001,428.9569196,440.1764425,441.2967849,472.0931803,488.4214018,505.2384587,528.6449274,335.3891552,334.4404986,346.6937973,359.6000403,371.1087922,379.3650086,384.1455616
Canada,CAN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,22843.55237,23060.50888,24050.25665,25382.04038,25851.23366,25848.96886,27010.77603,27614.38983,28347.9673,29110.47175,29356.92182,30004.45263,28704.61576,29161.63174,30594.44446,31752.35114,32112.62598,32982.91187,33993.85216,34163.00055,33707.21695,32596.43213,32502.87012,33003.04411,34110.70113,34669.02829,34864.03042,35996.71025,36697.54986,37845.73976,39338.8369,39460.73607,40369.74455,41532.21955,42757.00398,44471.08007,45857.99655,48534.17448,48495.20404,46540.6437,47448.01322,48464.49628,48785.93608,49397.52332,50306.94461,50262.02767,50193.75042,51170.47583,51476.20078,51588.76144
Central Europe and the Baltics,CEB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7222.121647,6538.546044,6429.998767,6537.378556,6804.871168,7191.526482,7532.183944,7728.990153,7950.410841,8121.154141,8495.64823,8816.416921,9188.320566,9594.413065,10180.45791,10716.10386,11451.08771,12228.34536,12752.83716,12337.2729,12576.04184,13015.31707,13146.25711,13339.4318,13774.28017,14348.29462,14823.21225,15571.57002,16291.26533,16918.58502
Switzerland,CHE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,49581.23868,51331.80039,52572.29379,53777.23393,54266.61776,50336.29657,49914.23182,51302.59748,51507.84309,52685.26394,54891.43472,55466.16352,54420.97193,54534.4261,55973.7011,57774.34434,58542.71181,59098.51837,60588.59718,62703.5288,64343.51842,62962.39135,62244.79697,61602.79012,61889.66596,61773.09631,61833.00711,63127.73967,64822.29415,65607.20926,67807.92681,68264.52625,67860.24484,67385.29766,68781.61259,70471.43852,72823.83725,75143.7022,75793.63304,73189.19256,74605.72102,75029.75782,74984.13712,75499.70675,76410.85666,76553.28214,77026.33547,77684.04818,79234.96294,79406.65761
Channel Islands,CHI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3611.917912,3723.173274,3794.010773,3935.050723,3957.236913,3920.290297,4283.017607,4361.996817,4443.876782,4543.792454,4552.255588,4901.245955,4773.977473,4462.266867,4497.172566,3856.035839,3942.566617,4288.219062,4549.162156,4859.505993,5172.035749,5432.150496,4767.199469,4465.629293,4583.38407,4697.516658,4875.127073,5109.170624,5397.026413,5836.713989,5933.207064,6291.684907,6879.779489,7214.692918,7459.177306,8004.315446,8427.821896,8932.072289,9199.197679,9049.471579,9419.98295,9622.153629,9814.656135,10109.66805,10726.64485,11225.07995,11808.83477,12256.42969,12553.79484,12227.21453,12808.03459,13455.83781,14035.67913,14461.17438,14561.32616,14722.36633,14777.14884,14741.1925,15111.69542,15091.45051
China,CHN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,191.9531818,141.0325258,132.0748381,142.1419183,164.1298451,187.4328184,201.6934643,185.2322571,173.0598089,196.906309,228.5105578,238.0147146,241.0853566,253.92868,254.4822589,271.8288907,263.4529673,279.5604861,307.0873637,326.0476257,347.1200879,360.4279678,386.8903417,422.6591909,480.3028638,537.5026526,576.9087566,634.092911,694.0647918,712.1153633,729.1606454,786.1296588,886.9503589,998.4047893,1116.032535,1224.848821,1332.417309,1440.59025,1538.662844,1642.357488,1767.833627,1901.40763,2061.162284,2253.929689,2467.132843,2732.16588,3062.534905,3480.152725,3796.633363,4132.902312,4550.453596,4961.234689,5325.160106,5710.587873,6103.59027,6500.281937,6907.962011,7346.611355,7806.953095,8254.30093
